,,,,,,,,
,,Sales Person,Geography,Product,Date,Amount,Customers,Boxes
,,Mallorie Waber,  New Zealand,Choco Coated Almonds,2/2/2021,"$6,944 ",33,331
,,Gigi Bohling,  India,After Nines,2/2/2021,"$19,817 ",126,684
,,Barr Faughny,   India,50% Dark Bites,2/2/2021,"$3,521 ",50,235
,,Karlen McCaffrey,   USA,After Nines,2/2/2021,"$10,458 ",546,327
,,Roddy Speechley, New Zealand,99% Dark & Pure,2/2/2021,"$1,302 ",401,57
,,Brien Boise,Australia,After Nines,2/2/2021,"$7,952 ",221,249
,,Jan Morforth,  Australia,Eclairs,2/2/2021,"$4,753 ",133,265
,,Husein Augar, India,85% Dark Bars,2/2/2021,"$11,452 ",81,546
,,Gunar Cockshoot,  India,Spicy Special Slims,2/2/2021,"$9,345 ",124,390
,,Marney O'Breen,  India,Mint Chip Choco,2/2/2021,"$7,490 ",172,357
,,Camilla Castle,India,Organic Choco Syrup,2/2/2021,"$1,519 ",127,57
,,Andria Kimpton, UK,Smooth Sliky Salty,2/2/2021,"$3,087 ",135,155
,,Curtice Advani, UK,Smooth Sliky Salty,2/2/2021,"$2,352 ",178,168
,,Rafaelita Blaksland,  Canada,Baker's Choco Chips,2/2/2021,"$11,578 ",76,891
,,Husein Augar,USA,Peanut Butter Cubes,2/2/2021,$462 ,223,22
,,Roddy Speechley,India,Caramel Stuffed Bars,3/2/2021,"$6,916 ",32,315
,,Husein Augar,  India,Orange Choco,3/2/2021,"$3,248 ",101,542
,,Camilla Castle,  Canada,Milk Bars,3/2/2021,"$6,475 ",431,240
,,Van Tuxwell, UK,Peanut Butter Cubes,3/2/2021,"$9,009 ",129,501
,,Rafaelita Blaksland,Canada,White Choc,3/2/2021,"$2,835 ",20,189
,,Dotty Strutley,India,Milk Bars,3/2/2021,"$7,644 ",77,294
,,Beverie Moffet,UK,70% Dark Bites,3/2/2021,"$3,360 ",48,240
,,Beverie Moffet,USA,Mint Chip Choco,3/2/2021,"$1,379 ",246,99
,,Jehu Rudeforth,USA,Organic Choco Syrup,3/2/2021,"$9,534 ",229,382
,,Rafaelita Blaksland,USA,Peanut Butter Cubes,3/2/2021,"$14,448 ",28,657
,,Roddy Speechley,  USA,Baker's Choco Chips,3/2/2021,"$3,829 ",432,240
,,Gunar Cockshoot, New Zealand,Orange Choco,4/2/2021,"$9,086 ",206,758
,,Kelci Walkden,   Canada,Milk Bars,4/2/2021,"$5,803 ",299,194
,,Camilla Castle, UK,Manuka Honey Choco,4/2/2021,$182 ,36,7
,,Madelene Upcott,   UK,85% Dark Bars,4/2/2021,"$9,863 ",21,520
,,Curtice Advani,   New Zealand,Orange Choco,4/2/2021,"$4,046 ",80,289
,,Andria Kimpton,  UK,Fruit & Nut Bars,4/2/2021,"$3,493 ",140,350
,,Jan Morforth,  Canada,Almond Choco,4/2/2021,$392 ,89,18
,,Gigi Bohling, India,Spicy Special Slims,4/2/2021,"$2,534 ",19,111
,,Jehu Rudeforth,UK,85% Dark Bars,4/2/2021,"$7,084 ",6,308
,,Gigi Bohling,   UK,Orange Choco,4/2/2021,"$4,809 ",70,344
,,Marney O'Breen,   Canada,Drinking Coco,4/2/2021,"$7,959 ",273,266
,,Kelci Walkden,   Canada,99% Dark & Pure,4/2/2021,"$10,521 ",231,527
,,Kelci Walkden, Canada,Fruit & Nut Bars,4/2/2021,$56 ,168,5
,,Beverie Moffet,  UK,Baker's Choco Chips,4/2/2021,"$3,017 ",103,189
,,Karlen McCaffrey, India,Orange Choco,4/2/2021,"$18,949 ",300,2707
,,Roddy Speechley,  UK,Milk Bars,4/2/2021,"$8,764 ",69,338
,,Dotty Strutley,   India,Raspberry Choco,4/2/2021,"$12,201 ",103,643
,,Oby Sorrel,USA,Spicy Special Slims,4/2/2021,"$11,935 ",189,460
,,Barr Faughny,   USA,Smooth Sliky Salty,4/2/2021,"$3,724 ",322,266
,,Van Tuxwell,Canada,Eclairs,4/2/2021,"$2,646 ",70,166
,,Gunar Cockshoot,  India,White Choc,4/2/2021,$686 ,18,46
,,Karlen McCaffrey,   Australia,Smooth Sliky Salty,4/2/2021,"$2,037 ",272,128
,,Van Tuxwell, India,Choco Coated Almonds,4/2/2021,"$6,300 ",208,300
,,Husein Augar, Canada,Peanut Butter Cubes,4/2/2021,"$2,541 ",14,111
,,Wilone O'Kielt,  India,Raspberry Choco,4/2/2021,"$1,883 ",97,118
,,Ches Bonnell,   India,Spicy Special Slims,4/2/2021,"$10,255 ",180,446
,,Jehu Rudeforth,UK,After Nines,5/2/2021,"$5,803 ",98,233
,,Andria Kimpton,  India,50% Dark Bites,5/2/2021,"$8,260 ",239,1033
,,Roddy Speechley,India,Baker's Choco Chips,5/2/2021,"$14,868 ",5,1859
,,Gunar Cockshoot,   USA,Eclairs,5/2/2021,"$4,137 ",10,276
,,Brien Boise,UK,After Nines,5/2/2021,"$7,161 ",480,276
,,Roddy Speechley,  USA,Drinking Coco,5/2/2021,"$9,625 ",149,332
,,Beverie Moffet,  Canada,Organic Choco Syrup,5/2/2021,"$12,852 ",296,429
,,Madelene Upcott, Canada,Eclairs,5/2/2021,"$7,546 ",365,581
,,Beverie Moffet, USA,Eclairs,5/2/2021,"$4,123 ",104,275
,,Mallorie Waber,  India,Organic Choco Syrup,5/2/2021,"$13,174 ",78,573
,,Rafaelita Blaksland, USA,50% Dark Bites,5/2/2021,"$7,637 ",161,546
,,Madelene Upcott,USA,Baker's Choco Chips,5/2/2021,"$3,311 ",128,332
,,Mallorie Waber,   India,Raspberry Choco,5/2/2021,"$2,338 ",52,107
,,Curtice Advani,  India,Caramel Stuffed Bars,8/2/2021,"$3,465 ",228,139
,,Rafaelita Blaksland,Australia,Peanut Butter Cubes,8/2/2021,"$2,345 ",435,107
,,Madelene Upcott,  Canada,Organic Choco Syrup,8/2/2021,"$12,698 ",53,471
,,Barr Faughny,New Zealand,85% Dark Bars,8/2/2021,"$6,678 ",24,334
,,Karlen McCaffrey,  Canada,Baker's Choco Chips,8/2/2021,"$4,851 ",120,324
,,Ches Bonnell, New Zealand,Drinking Coco,8/2/2021,$336 ,164,12
,,Karlen McCaffrey,  Canada,Orange Choco,8/2/2021,"$2,366 ",8,198
,,Ches Bonnell,   USA,99% Dark & Pure,8/2/2021,"$10,598 ",226,461
,,Barr Faughny,  India,Smooth Sliky Salty,8/2/2021,"$13,293 ",199,665
,,Van Tuxwell,Australia,50% Dark Bites,8/2/2021,"$2,086 ",90,261
,,Wilone O'Kielt,   Australia,Peanut Butter Cubes,8/2/2021,"$2,751 ",133,120
,,Dennison Crosswaite, Canada,Spicy Special Slims,8/2/2021,"$5,481 ",283,275
,,Andria Kimpton,   USA,Smooth Sliky Salty,8/2/2021,"$5,628 ",11,433
,,Jehu Rudeforth,USA,Caramel Stuffed Bars,8/2/2021,"$2,660 ",113,89
,,Oby Sorrel,  India,Almond Choco,9/2/2021,"$1,386 ",157,82
,,Rafaelita Blaksland,UK,Milk Bars,9/2/2021,"$11,060 ",175,382
,,Marney O'Breen,   Australia,Choco Coated Almonds,9/2/2021,"$2,919 ",147,172
,,Camilla Castle,  Canada,99% Dark & Pure,9/2/2021,"$8,680 ",334,457
,,Andria Kimpton,  USA,Spicy Special Slims,9/2/2021,"$1,484 ",362,71
,,Rafaelita Blaksland, Canada,Choco Coated Almonds,9/2/2021,"$16,919 ",199,996
,,Mallorie Waber,   Australia,After Nines,9/2/2021,"$13,188 ",215,440
,,Husein Augar,  Australia,Raspberry Choco,9/2/2021,"$4,998 ",182,294
,,Dotty Strutley, UK,85% Dark Bars,9/2/2021,"$6,146 ",64,342
,,Beverie Moffet, India,Milk Bars,9/2/2021,"$5,621 ",162,217
,,Madelene Upcott, UK,Mint Chip Choco,9/2/2021,$980 ,75,47
,,Jan Morforth,USA,Almond Choco,10/2/2021,"$7,343 ",116,350
,,Barr Faughny,Canada,Caramel Stuffed Bars,10/2/2021,"$1,750 ",9,63
,,Gigi Bohling,  India,Eclairs,10/2/2021,"$2,464 ",90,165
,,Andria Kimpton,  USA,Milk Bars,10/2/2021,"$1,974 ",47,86
,,Jehu Rudeforth,   Australia,70% Dark Bites,10/2/2021,"$11,823 ",52,986
,,Kelci Walkden, New Zealand,85% Dark Bars,10/2/2021,"$7,350 ",250,335
,,Kelci Walkden,   Canada,Baker's Choco Chips,10/2/2021,"$4,165 ",170,417
,,Gunar Cockshoot,  India,85% Dark Bars,10/2/2021,$630 ,41,28
,,Andria Kimpton,  Canada,Baker's Choco Chips,10/2/2021,"$2,282 ",238,143
,,Rafaelita Blaksland,  Canada,Fruit & Nut Bars,10/2/2021,"$5,250 ",37,292
,,Curtice Advani,  Canada,Almond Choco,10/2/2021,"$11,676 ",253,730
,,Rafaelita Blaksland,Australia,Caramel Stuffed Bars,10/2/2021,"$14,917 ",289,533
,,Jehu Rudeforth,  Canada,Manuka Honey Choco,11/2/2021,"$4,634 ",100,155
,,Gigi Bohling,  USA,Manuka Honey Choco,11/2/2021,$819 ,196,27
,,Brien Boise, India,Drinking Coco,11/2/2021,"$2,422 ",60,106
,,Jan Morforth,Canada,Manuka Honey Choco,11/2/2021,"$1,463 ",158,59
,,Kelci Walkden,   Canada,Manuka Honey Choco,11/2/2021,"$1,050 ",10,32
,,Oby Sorrel,UK,Peanut Butter Cubes,11/2/2021,"$1,526 ",527,85
,,Gunar Cockshoot,  New Zealand,50% Dark Bites,11/2/2021,$427 ,163,27
,,Curtice Advani,USA,Spicy Special Slims,11/2/2021,"$10,976 ",132,440
,,Wilone O'Kielt, New Zealand,Mint Chip Choco,12/2/2021,"$6,503 ",299,407
,,Jan Morforth,  UK,99% Dark & Pure,12/2/2021,$21 ,300,1
,,Gigi Bohling,  UK,Eclairs,12/2/2021,"$7,063 ",13,393
,,Roddy Speechley,   Canada,Peanut Butter Cubes,12/2/2021,"$3,990 ",50,200
,,Dotty Strutley,   New Zealand,70% Dark Bites,12/2/2021,"$1,806 ",184,129
,,Marney O'Breen,   India,White Choc,12/2/2021,"$10,136 ",115,597
,,Karlen McCaffrey,   UK,Almond Choco,12/2/2021,"$1,288 ",119,62
,,Oby Sorrel,  Canada,White Choc,12/2/2021,"$1,295 ",107,87
,,Andria Kimpton, USA,70% Dark Bites,12/2/2021,"$6,461 ",288,718
,,Jehu Rudeforth,  New Zealand,Manuka Honey Choco,12/2/2021,"$4,949 ",31,155
,,Madelene Upcott,New Zealand,Fruit & Nut Bars,12/2/2021,"$5,432 ",39,302
,,Kelci Walkden, Canada,Caramel Stuffed Bars,12/2/2021,"$7,112 ",55,246
,,Karlen McCaffrey,  UK,Peanut Butter Cubes,12/2/2021,$266 ,112,11
,,Gigi Bohling,USA,50% Dark Bites,12/2/2021,"$6,202 ",44,414
,,Jehu Rudeforth,  New Zealand,After Nines,15/2/2021,"$1,057 ",288,43
,,Kelci Walkden,UK,Drinking Coco,15/2/2021,"$1,925 ",460,67
,,Wilone O'Kielt,  India,85% Dark Bars,15/2/2021,"$1,841 ",185,77
,,Kaine Padly,Canada,Spicy Special Slims,15/2/2021,"$1,204 ",5,61
,,Wilone O'Kielt,New Zealand,85% Dark Bars,15/2/2021,"$4,074 ",146,186
,,Marney O'Breen,USA,Manuka Honey Choco,15/2/2021,"$4,473 ",39,150
,,Marney O'Breen,   UK,Baker's Choco Chips,15/2/2021,"$2,947 ",210,246
,,Van Tuxwell,  USA,Organic Choco Syrup,15/2/2021,"$15,386 ",59,642
,,Wilone O'Kielt,  UK,Milk Bars,15/2/2021,"$4,690 ",229,188
,,Roddy Speechley,   USA,White Choc,15/2/2021,$343 ,158,39
,,Dotty Strutley,   Canada,Mint Chip Choco,15/2/2021,"$3,052 ",393,146
,,Beverie Moffet,   Australia,Manuka Honey Choco,15/2/2021,$686 ,187,25
,,Wilone O'Kielt,  Canada,White Choc,15/2/2021,"$6,993 ",133,538
,,Mallorie Waber,   UK,Milk Bars,16/2/2021,"$5,236 ",170,169
,,Curtice Advani,  India,Spicy Special Slims,16/2/2021,"$8,638 ",212,333
,,Kaine Padly,New Zealand,Manuka Honey Choco,16/2/2021,"$5,712 ",288,191
,,Gunar Cockshoot,   USA,Mint Chip Choco,16/2/2021,"$6,258 ",334,330
,,Wilone O'Kielt,  USA,70% Dark Bites,16/2/2021,"$3,234 ",90,294
,,Kelci Walkden,India,Organic Choco Syrup,16/2/2021,"$17,577 ",32,677
,,Husein Augar,   USA,Eclairs,16/2/2021,"$12,684 ",217,668
,,Gigi Bohling,   India,99% Dark & Pure,16/2/2021,"$1,239 ",29,54
,,Kelci Walkden,   UK,50% Dark Bites,16/2/2021,"$3,402 ",55,243
,,Karlen McCaffrey,India,Choco Coated Almonds,16/2/2021,"$11,382 ",432,633
,,Madelene Upcott,India,Milk Bars,16/2/2021,"$7,133 ",212,265
,,Jehu Rudeforth,India,Milk Bars,17/2/2021,"$8,309 ",171,333
,,Van Tuxwell,  New Zealand,Fruit & Nut Bars,17/2/2021,"$1,435 ",3,131
,,Dennison Crosswaite, Canada,Eclairs,17/2/2021,"$3,227 ",126,216
,,Camilla Castle,   New Zealand,Drinking Coco,17/2/2021,$133 ,195,6
,,Gigi Bohling,   Australia,99% Dark & Pure,17/2/2021,"$5,446 ",425,273
,,Karlen McCaffrey,   India,99% Dark & Pure,17/2/2021,"$4,424 ",91,261
,,Jehu Rudeforth,   UK,Milk Bars,17/2/2021,"$1,827 ",168,80
,,Wilone O'Kielt,   New Zealand,Manuka Honey Choco,17/2/2021,"$8,232 ",264,305
,,Kaine Padly,   Australia,50% Dark Bites,17/2/2021,$861 ,262,62
,,Barr Faughny,   New Zealand,70% Dark Bites,17/2/2021,"$8,099 ",178,675
,,Rafaelita Blaksland,   Australia,Smooth Sliky Salty,17/2/2021,"$5,894 ",592,281
,,Camilla Castle,USA,After Nines,17/2/2021,"$8,211 ",601,257
,,Kaine Padly,  India,After Nines,17/2/2021,"$10,360 ",206,415
,,Dotty Strutley,UK,Milk Bars,17/2/2021,"$5,145 ",98,166
,,Ches Bonnell,  UK,50% Dark Bites,17/2/2021,"$9,163 ",235,1146
,,Rafaelita Blaksland,India,White Choc,17/2/2021,"$15,323 ",33,1393
,,Marney O'Breen,   Canada,Orange Choco,17/2/2021,"$7,994 ",177,1000
,,Jan Morforth, Canada,Choco Coated Almonds,17/2/2021,"$6,363 ",87,455
,,Oby Sorrel,   New Zealand,Peanut Butter Cubes,17/2/2021,"$3,262 ",185,172
,,Gigi Bohling, Australia,Drinking Coco,17/2/2021,"$2,793 ",93,127
,,Rafaelita Blaksland, India,Organic Choco Syrup,18/2/2021,"$8,491 ",338,340
,,Dennison Crosswaite, Australia,Caramel Stuffed Bars,18/2/2021,"$13,685 ",39,571
,,Mallorie Waber,   Canada,White Choc,18/2/2021,$770 ,137,52
,,Camilla Castle,  Canada,50% Dark Bites,18/2/2021,"$8,631 ",399,1079
,,Jehu Rudeforth,  New Zealand,Fruit & Nut Bars,18/2/2021,"$4,536 ",120,267
,,Rafaelita Blaksland, UK,99% Dark & Pure,18/2/2021,"$14,497 ",21,605
,,Rafaelita Blaksland,   Australia,Choco Coated Almonds,18/2/2021,"$7,672 ",112,452
,,Gunar Cockshoot, Australia,99% Dark & Pure,18/2/2021,"$10,878 ",329,573
,,Dennison Crosswaite,  Australia,50% Dark Bites,18/2/2021,"$12,572 ",94,1397
,,Beverie Moffet, Australia,50% Dark Bites,18/2/2021,"$1,575 ",90,105
,,Dennison Crosswaite,Canada,Manuka Honey Choco,18/2/2021,"$5,453 ",260,166
,,Beverie Moffet,   New Zealand,Manuka Honey Choco,18/2/2021,"$4,802 ",84,155
,,Marney O'Breen, India,Eclairs,19/2/2021,"$7,651 ",325,426
,,Madelene Upcott,India,Orange Choco,19/2/2021,"$2,079 ",527,260
,,Dennison Crosswaite,New Zealand,Spicy Special Slims,19/2/2021,"$2,100 ",62,81
,,Camilla Castle, Australia,Smooth Sliky Salty,19/2/2021,"$5,278 ",242,406
,,Barr Faughny,   USA,Spicy Special Slims,19/2/2021,"$4,249 ",19,164
,,Karlen McCaffrey, USA,Mint Chip Choco,19/2/2021,"$3,976 ",9,210
,,Oby Sorrel,   USA,After Nines,19/2/2021,"$6,951 ",183,218
,,Camilla Castle,UK,Spicy Special Slims,19/2/2021,$616 ,161,25
,,Andria Kimpton,UK,85% Dark Bars,19/2/2021,"$5,439 ",115,287
,,Brien Boise, India,50% Dark Bites,19/2/2021,$63 ,206,7
,,Brien Boise, Canada,Baker's Choco Chips,19/2/2021,"$1,533 ",115,110
,,Oby Sorrel,   USA,70% Dark Bites,19/2/2021,"$3,535 ",337,322
,,Jan Morforth, Canada,Spicy Special Slims,19/2/2021,"$2,429 ",4,111
,,Gunar Cockshoot,   India,Raspberry Choco,19/2/2021,"$7,119 ",144,356
,,Dennison Crosswaite, New Zealand,Drinking Coco,19/2/2021,"$3,521 ",304,118
,,Ches Bonnell,USA,After Nines,19/2/2021,"$3,745 ",177,118
,,Marney O'Breen, Australia,White Choc,19/2/2021,"$4,816 ",100,301
,,Dennison Crosswaite,   UK,Baker's Choco Chips,19/2/2021,"$1,736 ",72,193
,,Rafaelita Blaksland, Australia,70% Dark Bites,19/2/2021,"$1,099 ",139,92
,,Dotty Strutley,   UK,After Nines,19/2/2021,"$6,692 ",165,231
,,Dennison Crosswaite, Australia,Baker's Choco Chips,22/2/2021,$364 ,177,31
,,Ches Bonnell,  Canada,85% Dark Bars,22/2/2021,"$10,927 ",202,476
,,Karlen McCaffrey,  New Zealand,85% Dark Bars,22/2/2021,"$11,410 ",103,476
,,Roddy Speechley,   India,Organic Choco Syrup,22/2/2021,"$2,443 ",337,82
,,Dotty Strutley,   Canada,White Choc,22/2/2021,$329 ,257,26
,,Wilone O'Kielt,  New Zealand,Drinking Coco,22/2/2021,"$3,066 ",144,128
,,Beverie Moffet,   New Zealand,Baker's Choco Chips,22/2/2021,$567 ,243,38
,,Dotty Strutley,  New Zealand,Smooth Sliky Salty,22/2/2021,"$14,721 ",257,1052
,,Andria Kimpton,New Zealand,Choco Coated Almonds,22/2/2021,"$6,986 ",11,350
,,Curtice Advani,  USA,85% Dark Bars,22/2/2021,"$14,112 ",158,784
,,Ches Bonnell,UK,Smooth Sliky Salty,22/2/2021,"$1,771 ",605,137
,,Kelci Walkden, Australia,Peanut Butter Cubes,22/2/2021,"$5,082 ",164,231
,,Karlen McCaffrey,  Canada,Almond Choco,22/2/2021,"$1,827 ",48,102
,,Madelene Upcott, India,Drinking Coco,22/2/2021,$182 ,85,7
,,Ches Bonnell,  New Zealand,Choco Coated Almonds,22/2/2021,"$5,369 ",136,269
,,Curtice Advani,  USA,Drinking Coco,22/2/2021,"$6,034 ",169,275
,,Andria Kimpton,  Canada,Mint Chip Choco,22/2/2021,"$13,209 ",204,881
,,Karlen McCaffrey,  Australia,Caramel Stuffed Bars,22/2/2021,$847 ,263,30
,,Jehu Rudeforth,Canada,50% Dark Bites,22/2/2021,"$1,015 ",66,64
,,Dotty Strutley,Canada,50% Dark Bites,23/2/2021,"$16,247 ",215,2031
,,Mallorie Waber,  Canada,Baker's Choco Chips,23/2/2021,"$2,422 ",41,303
,,Brien Boise,   Canada,Peanut Butter Cubes,23/2/2021,"$3,997 ",333,174
,,Roddy Speechley, USA,Almond Choco,23/2/2021,"$7,182 ",125,479
,,Mallorie Waber,   India,Mint Chip Choco,23/2/2021,"$1,246 ",163,70
,,Roddy Speechley,   UK,Eclairs,23/2/2021,$553 ,50,27
,,Van Tuxwell,USA,Fruit & Nut Bars,23/2/2021,"$2,681 ",206,207
,,Oby Sorrel,Australia,Baker's Choco Chips,23/2/2021,"$2,800 ",78,234
,,Van Tuxwell,   UK,Raspberry Choco,23/2/2021,"$4,851 ",160,304
,,Gigi Bohling, Canada,Caramel Stuffed Bars,23/2/2021,$168 ,3,6
,,Husein Augar, Australia,Fruit & Nut Bars,23/2/2021,$315 ,5,21
,,Wilone O'Kielt,  Canada,Eclairs,23/2/2021,"$11,851 ",58,741
,,Dotty Strutley, New Zealand,Drinking Coco,23/2/2021,"$3,220 ",261,147
,,Gigi Bohling,   UK,70% Dark Bites,23/2/2021,"$11,935 ",307,1194
,,Gunar Cockshoot,   Canada,Peanut Butter Cubes,23/2/2021,"$12,404 ",186,478
,,Jehu Rudeforth,  Australia,Fruit & Nut Bars,24/2/2021,"$1,519 ",132,90
,,Jehu Rudeforth,  India,Caramel Stuffed Bars,24/2/2021,"$10,934 ",182,476
,,Camilla Castle,   UK,Peanut Butter Cubes,24/2/2021,"$3,346 ",179,129
,,Roddy Speechley, Canada,Spicy Special Slims,24/2/2021,"$8,351 ",36,398
,,Karlen McCaffrey, UK,White Choc,24/2/2021,"$11,718 ",76,733
,,Rafaelita Blaksland,Canada,Spicy Special Slims,24/2/2021,"$2,681 ",115,117
,,Jehu Rudeforth, India,50% Dark Bites,24/2/2021,"$6,188 ",292,563
,,Husein Augar, Australia,99% Dark & Pure,24/2/2021,"$10,941 ",182,521
,,Husein Augar, Canada,Milk Bars,24/2/2021,"$3,647 ",220,141
,,Van Tuxwell,   Canada,Peanut Butter Cubes,25/2/2021,"$2,436 ",130,122
,,Husein Augar,  Canada,Caramel Stuffed Bars,25/2/2021,$896 ,346,41
,,Wilone O'Kielt,  USA,Caramel Stuffed Bars,25/2/2021,"$3,808 ",17,174
,,Wilone O'Kielt,   Canada,Mint Chip Choco,25/2/2021,"$10,920 ",278,683
,,Jan Morforth,   New Zealand,Fruit & Nut Bars,25/2/2021,"$4,186 ",75,299
,,Roddy Speechley, Canada,85% Dark Bars,25/2/2021,"$6,797 ",72,309
,,Roddy Speechley,   Australia,Spicy Special Slims,25/2/2021,"$4,319 ",56,155
,,Marney O'Breen,   Canada,Smooth Sliky Salty,25/2/2021,"$1,673 ",99,105
,,Oby Sorrel,  New Zealand,Almond Choco,25/2/2021,$735 ,84,35
,,Oby Sorrel,   Australia,After Nines,25/2/2021,"$2,632 ",39,106
,,Wilone O'Kielt, New Zealand,Orange Choco,25/2/2021,"$2,030 ",68,170
,,Gunar Cockshoot,  USA,Manuka Honey Choco,25/2/2021,"$1,169 ",265,47
,,Andria Kimpton,   New Zealand,Mint Chip Choco,25/2/2021,"$3,703 ",54,206
,,Barr Faughny,  UK,White Choc,25/2/2021,$805 ,48,54
,,Van Tuxwell,  UK,Smooth Sliky Salty,25/2/2021,$406 ,260,21
,,Oby Sorrel,  Australia,Orange Choco,25/2/2021,"$3,591 ",73,360
,,Oby Sorrel, UK,White Choc,25/2/2021,"$5,551 ",210,463
,,Roddy Speechley,   Australia,White Choc,25/2/2021,"$3,605 ",347,258
,,Andria Kimpton,   Canada,Almond Choco,25/2/2021,"$6,356 ",38,374
,,Roddy Speechley,  Australia,70% Dark Bites,25/2/2021,$602 ,238,41
,,Van Tuxwell,  India,White Choc,26/2/2021,"$7,042 ",142,470
,,Jehu Rudeforth, Australia,Almond Choco,26/2/2021,"$2,968 ",215,142
,,Brien Boise,  India,Peanut Butter Cubes,26/2/2021,$294 ,80,17
,,Gigi Bohling, New Zealand,After Nines,26/2/2021,"$6,363 ",68,213
,,Andria Kimpton,USA,Fruit & Nut Bars,26/2/2021,$280 ,220,18
,,Husein Augar, Canada,Choco Coated Almonds,26/2/2021,$406 ,22,29
,,Madelene Upcott,   New Zealand,Drinking Coco,26/2/2021,"$4,144 ",374,139
,,Ches Bonnell,  New Zealand,Milk Bars,26/2/2021,"$5,341 ",179,173
,,Rafaelita Blaksland,   Australia,Fruit & Nut Bars,26/2/2021,"$2,947 ",103,197
,,Dennison Crosswaite,  New Zealand,70% Dark Bites,26/2/2021,"$12,026 ",166,926
,,Brien Boise,  New Zealand,Smooth Sliky Salty,26/2/2021,"$3,983 ",237,307
,,Wilone O'Kielt,  India,White Choc,26/2/2021,"$1,792 ",283,163
,,Barr Faughny,   UK,Milk Bars,26/2/2021,"$1,526 ",150,67
,,Oby Sorrel, USA,Organic Choco Syrup,26/2/2021,"$5,313 ",70,190
,,Ches Bonnell,   UK,After Nines,26/2/2021,"$7,728 ",48,242
,,Marney O'Breen,  Canada,85% Dark Bars,26/2/2021,$413 ,414,22
,,Mallorie Waber, India,White Choc,26/2/2021,"$4,431 ",13,493
,,Gunar Cockshoot,  USA,Fruit & Nut Bars,26/2/2021,"$1,036 ",240,58
,,Mallorie Waber,   USA,Orange Choco,26/2/2021,$217 ,147,25
,,Kelci Walkden,India,70% Dark Bites,26/2/2021,"$7,616 ",16,693
,,Karlen McCaffrey, UK,Organic Choco Syrup,26/2/2021,"$11,900 ",256,518
,,Camilla Castle,  New Zealand,70% Dark Bites,26/2/2021,"$10,437 ",350,1044
,,Madelene Upcott,India,Fruit & Nut Bars,1/3/2021,"$5,691 ",216,335
,,Jehu Rudeforth,  Australia,Raspberry Choco,1/3/2021,"$5,397 ",66,300
,,Ches Bonnell, USA,Organic Choco Syrup,1/3/2021,"$3,276 ",61,143
,,Andria Kimpton,  New Zealand,Drinking Coco,1/3/2021,"$4,102 ",14,187
,,Dennison Crosswaite,   Australia,Manuka Honey Choco,1/3/2021,$476 ,86,18
,,Dotty Strutley,  Canada,Organic Choco Syrup,1/3/2021,"$4,858 ",138,157
,,Andria Kimpton,   Canada,99% Dark & Pure,1/3/2021,"$7,259 ",69,404
,,Ches Bonnell,   India,Almond Choco,2/3/2021,"$6,209 ",35,311
,,Andria Kimpton,New Zealand,Organic Choco Syrup,2/3/2021,"$12,390 ",269,539
,,Oby Sorrel,UK,Choco Coated Almonds,2/3/2021,$686 ,103,41
,,Madelene Upcott, New Zealand,Milk Bars,2/3/2021,"$9,030 ",563,312
,,Dotty Strutley,  Canada,Almond Choco,2/3/2021,"$5,376 ",48,256
,,Roddy Speechley, Australia,Caramel Stuffed Bars,2/3/2021,"$2,898 ",17,126
,,Barr Faughny,  USA,Almond Choco,2/3/2021,"$18,900 ",13,945
,,Madelene Upcott,   USA,After Nines,2/3/2021,"$5,082 ",95,182
,,Marney O'Breen,   Australia,Raspberry Choco,2/3/2021,"$2,016 ",177,107
,,Brien Boise,   USA,Smooth Sliky Salty,2/3/2021,$847 ,145,50
,,Brien Boise,  New Zealand,Baker's Choco Chips,3/3/2021,"$4,200 ",57,350
,,Gunar Cockshoot,New Zealand,Peanut Butter Cubes,3/3/2021,"$17,577 ",190,977
,,Andria Kimpton,  India,Orange Choco,3/3/2021,$861 ,108,96
,,Gunar Cockshoot,   Canada,Drinking Coco,3/3/2021,"$3,829 ",434,142
,,Barr Faughny,UK,Manuka Honey Choco,3/3/2021,"$1,155 ",238,37
,,Beverie Moffet, Australia,Baker's Choco Chips,3/3/2021,"$11,123 ",189,1391
,,Jehu Rudeforth,  New Zealand,Baker's Choco Chips,3/3/2021,"$8,505 ",82,532
,,Gigi Bohling,   USA,Drinking Coco,3/3/2021,"$4,130 ",152,138
,,Dotty Strutley,  Australia,Milk Bars,3/3/2021,$420 ,43,15
,,Kaine Padly,  Australia,Eclairs,3/3/2021,$994 ,92,63
,,Jan Morforth,UK,Mint Chip Choco,3/3/2021,"$3,689 ",364,176
,,Marney O'Breen,  USA,Eclairs,3/3/2021,"$13,195 ",124,880
,,Karlen McCaffrey,Australia,Organic Choco Syrup,4/3/2021,"$6,545 ",276,219
,,Wilone O'Kielt, USA,Drinking Coco,4/3/2021,"$9,982 ",399,357
,,Mallorie Waber,  UK,85% Dark Bars,4/3/2021,"$6,363 ",95,398
,,Wilone O'Kielt,  Australia,Baker's Choco Chips,4/3/2021,"$14,336 ",50,1304
,,Roddy Speechley, India,Spicy Special Slims,4/3/2021,"$7,063 ",182,253
,,Rafaelita Blaksland,Australia,After Nines,4/3/2021,"$5,551 ",176,199
,,Gigi Bohling, USA,Orange Choco,4/3/2021,$448 ,319,38
